Group,Organism,Kingdom,Phylum,Class,Order,Family,Genus,Species,Score,Hit,Accession_Number_1,Accession_Number_2,Accession_Number_3,C1,C2,C3,F1,F2,F3,D1,D2,D3,0036.1,0036.2,0036.3,1887.1,1887.2,1887.3,G1,G2,G3,R1,R2,R3,S1,S2,S3
denovo0,Bacteria; __Cyanobacteria; __; __Nostocales; __Calotrichaceae; __Dulcicalothrix; __Dulcicalothrix necridiiformans,Bacteria,__Cyanobacteria,__,__Nostocales,__Calotrichaceae,__Dulcicalothrix,__Dulcicalothrix necridiiformans,1,1,NR_164867.1,NA,NA,7,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8068,10511,10467
denovo1643,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Clostridiaceae; __Clostridium; __Clostridium aurantibutyricum,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Clostridiaceae,__Clostridium,__Clostridium aurantibutyricum,1,1,NR_044841.2,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
denovo1644,Bacteria; __Actinobacteria; __Acidimicrobiia; __Acidimicrobiales; __Acidimicrobiaceae; __Aciditerrimonas; __Aciditerrimonas ferrireducens,Bacteria,__Actinobacteria,__Acidimicrobiia,__Acidimicrobiales,__Acidimicrobiaceae,__Aciditerrimonas,__Aciditerrimonas ferrireducens,1,1,NR_112972.1,NA,NA,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1645,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
denovo1646,Bacteria; __Planctomycetes; __Planctomycetia; __Pirellulales; __Lacipirellulaceae; __Bythopirellula; __Bythopirellula goksoyri,Bacteria,__Planctomycetes,__Planctomycetia,__Pirellulales,__Lacipirellulaceae,__Bythopirellula,__Bythopirellula goksoyri,1,1,NR_118636.1,NA,NA,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1647,Bacteria; __Chloroflexi; __Ktedonobacteria; __Ktedonobacterales; __Dictyobacteraceae; __Dictyobacter; __Dictyobacter aurantiacus,Bacteria,__Chloroflexi,__Ktedonobacteria,__Ktedonobacterales,__Dictyobacteraceae,__Dictyobacter,__Dictyobacter aurantiacus,1,1,NR_157748.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
denovo1648,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Immundisolibacterales; __Immundisolibacteraceae; __Immundisolibacter; __Immundisolibacter cernigliae,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Immundisolibacterales,__Immundisolibacteraceae,__Immundisolibacter,__Immundisolibacter cernigliae,1,1,NR_156801.1,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
denovo1649,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
denovo1650,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
denovo1651,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
denovo1652,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Acetobacteraceae; __Siccirubricoccus; __Siccirubricoccus deserti,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhodospirillales,__Acetobacteraceae,__Siccirubricoccus,__Siccirubricoccus deserti,1,1,NR_159192.1,NA,NA,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1653,Bacteria; __Acidobacteria; __Vicinamibacteria; __; __Vicinamibacteraceae; __Luteitalea; __Luteitalea pratensis,Bacteria,__Acidobacteria,__Vicinamibacteria,__,__Vicinamibacteraceae,__Luteitalea,__Luteitalea pratensis,1,1,NR_156918.1,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
denovo1654,Bacteria; __Firmicutes; __Bacilli; __Bacillales; __Thermoactinomycetaceae; __Planifilum; __Planifilum yunnanense,Bacteria,__Firmicutes,__Bacilli,__Bacillales,__Thermoactinomycetaceae,__Planifilum,__Planifilum yunnanense,1,1,NR_043563.1,NA,NA,0,0,0,2,3,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
denovo1655,Bacteria; __Chloroflexi; __Anaerolineae; __Anaerolineales; __Anaerolineaceae; __Ornatilinea; __Ornatilinea apprima,Bacteria,__Chloroflexi,__Anaerolineae,__Anaerolineales,__Anaerolineaceae,__Ornatilinea,__Ornatilinea apprima,1,1,NR_109544.1,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
denovo1656,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Desulfovibrionales; __Desulfonatronaceae; __Desulfonatronum; __Desulfonatronum thiosulfatophilum,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Desulfovibrionales,__Desulfonatronaceae,__Desulfonatronum,__Desulfonatronum thiosulfatophilum,1,1,NR_116694.1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
denovo1657,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Geminicoccaceae; __Arboricoccus; __Arboricoccus pini,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhodospirillales,__Geminicoccaceae,__Arboricoccus,__Arboricoccus pini,1,1,NR_157671.1,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
denovo1658,Bacteria; __Planctomycetes; __Planctomycetia; __Planctomycetales; __Planctomycetaceae; __Gimesia; __Gimesia maris,Bacteria,__Planctomycetes,__Planctomycetia,__Planctomycetales,__Planctomycetaceae,__Gimesia,__Gimesia maris,1,1,NR_025327.1,NA,NA,1,0,2,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
denovo1659,Bacteria; __Acidobacteria; __Blastocatellia; __Blastocatellales; __Blastocatellaceae; __Stenotrophobacter; __Stenotrophobacter roseus,Bacteria,__Acidobacteria,__Blastocatellia,__Blastocatellales,__Blastocatellaceae,__Stenotrophobacter,__Stenotrophobacter roseus,1,1,NR_146022.1,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
denovo1660,Bacteria; __Proteobacteria; __Oligoflexia; __Bacteriovoracales; __Bacteriovoracaceae; __Peredibacter; __Peredibacter starrii,Bacteria,__Proteobacteria,__Oligoflexia,__Bacteriovoracales,__Bacteriovoracaceae,__Peredibacter,__Peredibacter starrii,1,1,NR_024943.1,NA,NA,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1661,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Hyphomicrobiaceae; __Blastochloris; __Blastochloris viridis,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhizobiales,__Hyphomicrobiaceae,__Blastochloris,__Blastochloris viridis,1,1,NR_117911.1,NA,NA,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1662,Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Verrucomicrobia subdivision 3; __Limisphaera; __Limisphaera ngatamarikiensis,Bacteria,__Verrucomicrobia,__Verrucomicrobiae,__Verrucomicrobiales,__Verrucomicrobia subdivision 3,__Limisphaera,__Limisphaera ngatamarikiensis,1,1,NR_134756.1,NA,NA,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1663,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1664,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1665,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Archangiaceae; __Vitiosangium; __Vitiosangium cumulatum,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Archangiaceae,__Vitiosangium,__Vitiosangium cumulatum,1,1,NR_156939.1,NA,NA,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1666,Bacteria; __Bacteroidetes; __Chitinophagia; __Chitinophagales; __Chitinophagaceae; __Ferruginibacter; __Ferruginibacter lapsinanis,Bacteria,__Bacteroidetes,__Chitinophagia,__Chitinophagales,__Chitinophagaceae,__Ferruginibacter,__Ferruginibacter lapsinanis,1,1,NR_044589.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0
denovo1667,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Gracilibacteraceae; __Gracilibacter; __Gracilibacter thermotolerans,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Gracilibacteraceae,__Gracilibacter,__Gracilibacter thermotolerans,1,1,NR_115693.1,NA,NA,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1668,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
denovo1669,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Ruminococcaceae; __Caproiciproducens; __Caproiciproducens galactitolivorans,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Ruminococcaceae,__Caproiciproducens,__Caproiciproducens galactitolivorans,1,1,NR_145929.1,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
denovo1670,Bacteria; __Bacteroidetes; __Bacteroidia; __Marinilabiliales; __Marinilabiliaceae; __Carboxylicivirga; __Carboxylicivirga flava,Bacteria,__Bacteroidetes,__Bacteroidia,__Marinilabiliales,__Marinilabiliaceae,__Carboxylicivirga,__Carboxylicivirga flava,1,1,NR_153701.1,NA,NA,0,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
denovo1671,Bacteria; __Firmicutes; __Bacilli; __Lactobacillales; __Lactobacillaceae; __Lactobacillus; __Lactobacillus graminis,Bacteria,__Firmicutes,__Bacilli,__Lactobacillales,__Lactobacillaceae,__Lactobacillus,__Lactobacillus graminis,1,1,NR_042438.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
denovo1672,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Clostridiaceae; __Clostridium; __Clostridium cylindrosporum,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Clostridiaceae,__Clostridium,__Clostridium cylindrosporum,1,1,NR_026492.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
denovo1673,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
denovo1674,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1675,Bacteria; __Balneolaeota; __Balneolia; __Balneolales; __Balneolaceae; __Balneola; __Balneola alkaliphila,Bacteria,__Balneolaeota,__Balneolia,__Balneolales,__Balneolaceae,__Balneola,__Balneola alkaliphila,1,1,NR_044367.1,NA,NA,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1676,Bacteria; __Chlamydiae; __Chlamydiia; __Parachlamydiales; __Parachlamydiaceae; __Candidatus Protochlamydia; __Candidatus Protochlamydia,Bacteria,__Chlamydiae,__Chlamydiia,__Parachlamydiales,__Parachlamydiaceae,__Candidatus Protochlamydia,__Candidatus Protochlamydia,1,1,NR_115817.1,NA,NA,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,5
denovo1677,Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Comamonadaceae; __Hydrogenophaga; __Hydrogenophaga intermedia,Bacteria,__Proteobacteria,__Betaproteobacteria,__Burkholderiales,__Comamonadaceae,__Hydrogenophaga,__Hydrogenophaga intermedia,1,1,NR_114129.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,3,0,0,0
denovo1678,Bacteria; __Actinobacteria; __Actinobacteria; __Sporichthyales; __Sporichthyaceae; __Sporichthya; __Sporichthya polymorpha,Bacteria,__Actinobacteria,__Actinobacteria,__Sporichthyales,__Sporichthyaceae,__Sporichthya,__Sporichthya polymorpha,1,1,NR_024727.1,NA,NA,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
denovo1679,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1680,Bacteria; __Firmicutes; __Bacilli; __Bacillales; __Paenibacillaceae; __Paenibacillus; __Paenibacillus albidus,Bacteria,__Firmicutes,__Bacilli,__Bacillales,__Paenibacillaceae,__Paenibacillus,__Paenibacillus albidus,1,1,NR_159149.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
denovo1681,Bacteria; __Verrucomicrobia; __Spartobacteria; __Chthoniobacterales; __Chthoniobacteraceae; __Chthoniobacter; __Chthoniobacter flavus,Bacteria,__Verrucomicrobia,__Spartobacteria,__Chthoniobacterales,__Chthoniobacteraceae,__Chthoniobacter,__Chthoniobacter flavus,1,1,NR_115225.1,NA,NA,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
denovo1682,Bacteria; __Firmicutes; __; __; __; __Hydrogenispora; __Hydrogenispora ethanolica,Bacteria,__Firmicutes,__,__,__,__Hydrogenispora,__Hydrogenispora ethanolica,1,1,NR_125455.1,NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
denovo1683,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1684,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Methylocystaceae; __Pleomorphomonas; __Pleomorphomonas koreensis,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhizobiales,__Methylocystaceae,__Pleomorphomonas,__Pleomorphomonas koreensis,1,1,NR_113942.1,NA,NA,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1685,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
denovo1686,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
denovo1687,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rickettsiales; __Rickettsiaceae; __Orientia; __Orientia tsutsugamushi,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rickettsiales,__Rickettsiaceae,__Orientia,__Orientia tsutsugamushi,1,1,NR_025860.1,NA,NA,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
denovo1688,Bacteria; __Firmicutes; __; __; __; __Hydrogenispora; __Hydrogenispora ethanolica,Bacteria,__Firmicutes,__,__,__,__Hydrogenispora,__Hydrogenispora ethanolica,1,1,NR_125455.1,NA,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
denovo1689,Bacteria; __Proteobacteria; __Betaproteobacteria; __Rhodocyclales; __Rhodocyclaceae; __Oryzomicrobium; __Oryzomicrobium terrae,Bacteria,__Proteobacteria,__Betaproteobacteria,__Rhodocyclales,__Rhodocyclaceae,__Oryzomicrobium,__Oryzomicrobium terrae,1,1,NR_156084.1,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
denovo1690,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Kordiimonadales; __Kordiimonadaceae; __Kordiimonas; __Kordiimonas lacus,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Kordiimonadales,__Kordiimonadaceae,__Kordiimonas,__Kordiimonas lacus,1,1,NR_116840.1,NA,NA,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1691,Bacteria; __Chloroflexi; __Thermomicrobia; __Sphaerobacterales; __Sphaerobacteraceae; __Sphaerobacter; __Sphaerobacter thermophilus,Bacteria,__Chloroflexi,__Thermomicrobia,__Sphaerobacterales,__Sphaerobacteraceae,__Sphaerobacter,__Sphaerobacter thermophilus,1,1,NR_074379.1,NA,NA,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1692,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
denovo1693,Bacteria; __Proteobacteria; __Oligoflexia; __Bdellovibrionales; __Bdellovibrionaceae; __Bdellovibrio; __Bdellovibrio bacteriovorus,Bacteria,__Proteobacteria,__Oligoflexia,__Bdellovibrionales,__Bdellovibrionaceae,__Bdellovibrio,__Bdellovibrio bacteriovorus,1,1,NR_027553.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
denovo1694,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Legionellales; __Coxiellaceae; __Aquicella; __Aquicella lusitana,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Legionellales,__Coxiellaceae,__Aquicella,__Aquicella lusitana,1,1,NR_025763.1,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
denovo1695,Bacteria; __Acidobacteria; __Blastocatellia; __Blastocatellales; __Blastocatellaceae; __Aridibacter; __Aridibacter nitratireducens,Bacteria,__Acidobacteria,__Blastocatellia,__Blastocatellales,__Blastocatellaceae,__Aridibacter,__Aridibacter nitratireducens,1,1,NR_159154.1,NA,NA,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1696,Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Burkholderiaceae; __Cupriavidus; __Cupriavidus metallidurans,Bacteria,__Proteobacteria,__Betaproteobacteria,__Burkholderiales,__Burkholderiaceae,__Cupriavidus,__Cupriavidus metallidurans,1,1,NR_074704.1,NA,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1697,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Rhodobiaceae; __Parvibaculum; __Parvibaculum lavamentivorans,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhizobiales,__Rhodobiaceae,__Parvibaculum,__Parvibaculum lavamentivorans,1,1,NR_074262.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
denovo1698,Bacteria; __Firmicutes; __Bacilli; __Bacillales; __Bacillaceae; __Bacillus; __Bacillus hisashii,Bacteria,__Firmicutes,__Bacilli,__Bacillales,__Bacillaceae,__Bacillus,__Bacillus hisashii,1,1,NR_144578.1,NA,NA,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1699,Bacteria; __Planctomycetes; __Planctomycetia; __Planctomycetales; __Planctomycetaceae; __Planctopirus; __Planctopirus hydrillae,Bacteria,__Planctomycetes,__Planctomycetia,__Planctomycetales,__Planctomycetaceae,__Planctopirus,__Planctopirus hydrillae,1,1,NR_159098.1,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
denovo1700,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1701,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Rhizobiaceae; __Rhizobium; __Rhizobium undicola,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhizobiales,__Rhizobiaceae,__Rhizobium,__Rhizobium undicola,1,1,NR_026463.1,NA,NA,2,0,0,0,0,0,1,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0
denovo1702,Bacteria; __Bacteroidetes; __Cytophagia; __Cytophagales; __Cytophagaceae; __Ohtaekwangia; __Ohtaekwangia koreensis,Bacteria,__Bacteroidetes,__Cytophagia,__Cytophagales,__Cytophagaceae,__Ohtaekwangia,__Ohtaekwangia koreensis,1,1,NR_117435.1,NA,NA,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1703,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Rhodospirillaceae; __Telmatospirillum; __Telmatospirillum siberiense,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhodospirillales,__Rhodospirillaceae,__Telmatospirillum,__Telmatospirillum siberiense,1,1,NR_041925.1,NA,NA,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1704,Bacteria; __Bacteroidetes; __Chitinophagia; __Chitinophagales; __Chitinophagaceae; __Taibaiella; __Taibaiella chishuiensis,Bacteria,__Bacteroidetes,__Chitinophagia,__Chitinophagales,__Chitinophagaceae,__Taibaiella,__Taibaiella chishuiensis,1,1,NR_133875.1,NA,NA,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1705,Bacteria; __Verrucomicrobia; __Opitutae; __Opitutales; __Opitutaceae; __Lacunisphaera; __Lacunisphaera anatis,Bacteria,__Verrucomicrobia,__Opitutae,__Opitutales,__Opitutaceae,__Lacunisphaera,__Lacunisphaera anatis,1,1,NR_146377.1,NA,NA,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1706,Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Burkholderiaceae; __Ralstonia; __Ralstonia pickettii,Bacteria,__Proteobacteria,__Betaproteobacteria,__Burkholderiales,__Burkholderiaceae,__Ralstonia,__Ralstonia pickettii,1,1,NR_114126.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
denovo1707,Bacteria; __Firmicutes; __Tissierellia; __Tissierellales; __Peptoniphilaceae; __Peptoniphilus; __Peptoniphilus stercorisuis,Bacteria,__Firmicutes,__Tissierellia,__Tissierellales,__Peptoniphilaceae,__Peptoniphilus,__Peptoniphilus stercorisuis,1,1,NR_134130.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
denovo1708,Bacteria; __Firmicutes; __Tissierellia; __; __; __Sedimentibacter; __Sedimentibacter saalensis,Bacteria,__Firmicutes,__Tissierellia,__,__,__Sedimentibacter,__Sedimentibacter saalensis,1,1,NR_025498.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
denovo1709,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1710,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Rhodospirillaceae; __Azospirillum; __Azospirillum brasilense,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhodospirillales,__Rhodospirillaceae,__Azospirillum,__Azospirillum brasilense,1,1,NR_114057.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
denovo1711,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
denovo1712,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1713,Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Alcaligenaceae; __Achromobacter; __Achromobacter mucicolens,Bacteria,__Proteobacteria,__Betaproteobacteria,__Burkholderiales,__Alcaligenaceae,__Achromobacter,__Achromobacter mucicolens,1,1,NR_117613.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
denovo1714,Bacteria; __Actinobacteria; __Actinobacteria; __Micromonosporales; __Micromonosporaceae; __Micromonospora; __Micromonospora equina,Bacteria,__Actinobacteria,__Actinobacteria,__Micromonosporales,__Micromonosporaceae,__Micromonospora,__Micromonospora equina,1,1,NR_109429.1,NA,NA,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
denovo1715,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1716,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
denovo1717,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1718,Bacteria; __Gemmatimonadetes; __Longimicrobia; __Longimicrobiales; __Longimicrobiaceae; __Longimicrobium; __Longimicrobium terrae,Bacteria,__Gemmatimonadetes,__Longimicrobia,__Longimicrobiales,__Longimicrobiaceae,__Longimicrobium,__Longimicrobium terrae,1,1,NR_149251.1,NA,NA,1,2,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
denovo1719,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
denovo1720,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
